city,country,population,area,pollutant,year,emissions
Auckland,NewZealand,1465958.283,2159,CO,1970,0.572696567
Managua,Nicaragua,1274053.347,883,CO,1970,0.080287054
Niamey,Niger,1142932.714,202,CO,1970,2.150548697
Lagos,Nigeria,12337226.55,2284,CO,1970,0.260072798
Ibadan,Nigeria,3327050.183,1185,CO,1970,0
Ilorin,Nigeria,1181705.964,548,CO,1970,0
Benin City,Nigeria,1639736.429,772,CO,1970,0
Onitsha,Nigeria,4359636.934,1961,CO,1970,1.424915195
Amaigbo,Nigeria,3099677.576,1636,CO,1970,0.003648142
Port Harcourt,Nigeria,1381502.388,291,CO,1970,0
Oboama Nguru,Nigeria,1306034.181,627,CO,1970,0
Abuja,Nigeria,2578149.678,1027,CO,1970,0
Kaduna,Nigeria,1745138.949,491,CO,1970,0
Aba,Nigeria,1267678.979,258,CO,1970,0
Enugu,Nigeria,1153081.772,716,CO,1970,0
Kano,Nigeria,4821779.427,1397,CO,1970,0.14392972
Jos,Nigeria,1022185.263,648,CO,1970,0
Maiduguri,Nigeria,1112394.565,241,CO,1970,0.038930621
Pyongyang,NorthKorea,2993742.733,754,CO,1970,11.642869
Oslo,Norway,1359903.324,4272,CO,1970,16.07273483
Karachi,Pakistan,13417664.36,1348,CO,1970,22.40544891
Peshawar,Pakistan,5789130.046,2013,CO,1970,9746.823242
Swat City,Pakistan,1114628.635,217,CO,1970,1449.004028
Mardan,Pakistan,1327263.484,511,CO,1970,2594.84082
Hyderabad,Pakistan,2054115.89,314,CO,1970,661.2377319
Abbottabad,Pakistan,1712393.769,401,CO,1970,2414.650391
Rawalpindi [Islamabad],Pakistan,4137957.277,1152,CO,1970,5276.143066
Multan,Pakistan,2925388.025,1120,CO,1970,5.868754387
Faisalabad,Pakistan,4979823.291,1644,CO,1970,6172.633301
Gujranwala,Pakistan,3182474.902,808,CO,1970,4256.325684
Lahore,Pakistan,11786290.59,3154,CO,1970,35301.94531
Sialkot,Pakistan,2804575.299,1129,CO,1970,4669.899414
Gaza,Palestina,1689860.603,355,CO,1970,8.994310379
Panama City,Panama,1461305.31,952,CO,1970,0.132138878
Asuncion,Paraguay,2487874.191,1760,CO,1970,0.066082768
Lima,Peru,9669592.866,2121,CO,1970,0
Dagupan,Philippines,1219135.092,760,CO,1970,1.244951248
Angeles [San Fernando],Philippines,1983596.92,1079,CO,1970,0.596673489
Quezon City [Manila],Philippines,24958274.42,4873,CO,1970,2.508972645
Cebu City,Philippines,3059069.973,1232,CO,1970,1.175279021
Davao City,Philippines,1356277.385,477,CO,1970,2.593689442
Katowice,Poland,2912555.188,5198,CO,1970,48.53326035
Lodz,Poland,1064394.024,1996,CO,1970,5.41331625
Krakow,Poland,1284334.397,2630,CO,1970,32.43366623
Warsaw,Poland,2865997.289,4181,CO,1970,14.17116642
Lisbon,Portugal,2559898.925,1575,CO,1970,14.36800003
Porto,Portugal,1594480.226,1487,CO,1970,9.093119621
Río Piedras [San Juan],PuertoRico,1374922.494,1163,CO,1970,10.56492615
Doha,Qatar,1821304.866,1100,CO,1970,0.24204886
Brazzaville,RepublicofCongo,1646275.681,176,CO,1970,0.011017914
Bucharest,Romania,2230363.096,2091,CO,1970,24.02014542
Saint Petersburg,Russia,5002494.445,2764,CO,1970,501.737793
Moscow,Russia,16375317.15,8459,CO,1970,128.6002502
Voronezh,Russia,1099469.303,1305,CO,1970,18.74945068
Nizhny Novgorod,Russia,1371549.124,965,CO,1970,1.319237113
Rostov-on-Don,Russia,1314499.772,1177,CO,1970,12.36507416
Kazan,Russia,1245155.498,1113,CO,1970,10.8530407
Saratov,Russia,1062989.198,934,CO,1970,11.45737362
Volgograd,Russia,1422694.919,2075,CO,1970,20.61654663
Samara,Russia,1247326.002,931,CO,1970,9.566176414
Ufa,Russia,1090326.561,959,CO,1970,161.7812958
Yekaterinburg,Russia,1496445.096,1289,CO,1970,2.741705418
Chelyabinsk,Russia,1282315.345,1011,CO,1970,7073.072266
Omsk,Russia,1180501.793,1074,CO,1970,165.3493347
Novosibirsk,Russia,1746824.363,1607,CO,1970,0.890287638
Krasnoyarsk,Russia,1018788.988,1138,CO,1970,0.356391281
Kigali,Rwanda,1294124.279,483,CO,1970,0
Medina,SaudiArabia,1297733.028,534,CO,1970,0.682911038
Jeddah,SaudiArabia,3992565.125,1517,CO,1970,2.870124578
Mecca,SaudiArabia,1742128.927,835,CO,1970,1.988401294
Riyadh,SaudiArabia,6299387.245,3239,CO,1970,2.608045101
Hofuf,SaudiArabia,1236290.802,804,CO,1970,2.687793016
Dammam,SaudiArabia,2319628.541,1198,CO,1970,1.677484035
Dakar,Senegal,3409806.431,388,CO,1970,0
Touba,Senegal,1016890.885,159,CO,1970,0
Belgrade,Serbia,1416301.713,1206,CO,1970,10.74527645
Freetown,SierraLeone,1222025.521,264,CO,1970,0.002663086
Singapore,Singapore,5602397.891,637,CO,1970,45.11671066
Mogadishu,Somalia,1518891.004,124,CO,1970,0
Cape Town,SouthAfrica,3796315.917,1729,CO,1970,0.331328392
Port Elizabeth,SouthAfrica,1177968.043,638,CO,1970,0.218169257
Johannesburg,SouthAfrica,8182341.805,3795,CO,1970,0
Klipgat,SouthAfrica,1290030.582,715,CO,1970,0.102909885
Pretoria,SouthAfrica,1635386.308,1115,CO,1970,0
Durban,SouthAfrica,3226799.394,1611,CO,1970,2.020372391
Seoul,SouthKorea,24287447.21,7053,CO,1970,51.66751099
Daejeon,SouthKorea,1746023.248,1001,CO,1970,4.95118618
Gwangju,SouthKorea,1683322.227,1057,CO,1970,5.594150543
Daegu,SouthKorea,2868256.726,2251,CO,1970,15.58459282
Busan,SouthKorea,4218267.517,1478,CO,1970,7.783958435
Ulsan,SouthKorea,1132432.101,836,CO,1970,6.080039024
Seville,Spain,1256010.629,931,CO,1970,3.043466091
Málaga,Spain,1053431.721,1263,CO,1970,6.133104324
Madrid,Spain,6131918.998,4270,CO,1970,48.42210007
Valencia,Spain,1888705.412,2093,CO,1970,16.62950134
Barcelona,Spain,4609369.61,1967,CO,1970,18.8174324
Colombo,SriLanka,5670079.61,2789,CO,1970,0
Kandy,SriLanka,1182446.901,791,CO,1970,0
Khartoum,Sudan,6229523.116,1363,CO,1970,0.107958876
Stockholm,Sweden,2011040.467,2536,CO,1970,17.78363991
Zurich,Switzerland,2051343.043,2588,CO,1970,15.64212608
Damascus,Syria,3304903.125,1268,CO,1970,8.807080269
Aleppo,Syria,2437709.284,1036,CO,1970,8.814893723
Hsinchu,Taiwan,1116593.134,554,CO,1970,1.041758895
Taichung,Taiwan,4020321.034,1786,CO,1970,3.198906422
New Taipei [Taipei],Taiwan,9530828.725,2463,CO,1970,4.554861069
Tainan,Taiwan,1339958.448,715,CO,1970,6.095124245
Kaohsiung,Taiwan,2934154.379,1088,CO,1970,10.61700821
Dushanbe,Tajikistan,1241583.183,350,CO,1970,509.6641541
Dar es Salaam,Tanzania,5644865.667,1057,CO,1970,0
Bangkok,Thailand,16290188.46,5161,CO,1970,46.10656357
Lomé,Togo,2180682.662,520,CO,1970,0
Tunis,Tunisia,2534692.787,1129,CO,1970,6.971595764
Izmir,Turkey,3094411.99,1125,CO,1970,2.372169733
Istanbul,Turkey,14791738.79,2540,CO,1970,18.18391037
Bursa,Turkey,1868115.036,776,CO,1970,11.96327972
Antalya,Turkey,1087976.749,664,CO,1970,2.220941782
Sincan,Turkey,1471991.242,492,CO,1970,7.009277821
Ankara,Turkey,3385325.267,1042,CO,1970,11.76987934
Gaziantep,Turkey,1554725.046,384,CO,1970,3.720880032
Kampala,Uganda,3964521.716,1077,CO,1970,0.697711647
Kyiv,Ukraine,3438138.072,3385,CO,1970,29.91345406
Odesa,Ukraine,1255759.626,1436,CO,1970,13.92781544
Dnipro,Ukraine,1031763,915,CO,1970,11.29005623
Kharkiv,Ukraine,1720556.033,1741,CO,1970,16.87614059
Donetsk,Ukraine,1464092.257,1231,CO,1970,11.26198673
Abu Dhabi,UnitedArabEmirates,1017109.484,697,CO,1970,0.414619416
Dubai,UnitedArabEmirates,5444031.301,2177,CO,1970,1.511782408
Glasgow,UnitedKingdom,1743356.146,2350,CO,1970,5.224531174
Cardiff,UnitedKingdom,1141468.691,1537,CO,1970,0.725452721
Liverpool,UnitedKingdom,1676212.193,1038,CO,1970,35.35440826
Bristol,UnitedKingdom,1213639.147,1951,CO,1970,3.053799391
Manchester,UnitedKingdom,3270370.46,2182,CO,1970,54.2457428
Birmingham,UnitedKingdom,2958884.78,1786,CO,1970,7.359913826
Leeds,UnitedKingdom,2922157.559,3044,CO,1970,111.9768066
Newcastle upon Tyne,UnitedKingdom,1687394.754,2249,CO,1970,19.7057724
Sheffield,UnitedKingdom,1145121.889,1325,CO,1970,12.79301262
Nottingham,UnitedKingdom,1562399.058,2248,CO,1970,35.00094223
Portsmouth,UnitedKingdom,1338017.675,2051,CO,1970,16.98542786
London,UnitedKingdom,12598186.45,6605,CO,1970,23.0946064
San Jose,UnitedStates,5118911.592,4038,CO,1970,569.5968628
Los Angeles,UnitedStates,15655357.45,10407,CO,1970,1577.215576
Tijuana,UnitedStates,3177732.233,3940,CO,1970,556.6479492
Sacramento,UnitedStates,2051326.283,3863,CO,1970,864.4538574
Las Vegas,UnitedStates,2250989.01,1623,CO,1970,870.1275635
Phoenix,UnitedStates,4567289.148,9707,CO,1970,5206.563965
Tucson,UnitedStates,1023084.606,3229,CO,1970,81.5831604
Portland,UnitedStates,2273466.329,6026,CO,1970,1.006355405
Seattle,UnitedStates,3866486.799,8328,CO,1970,29.64360237
Salt Lake City,UnitedStates,1166374.456,1738,CO,1970,7918.995117
San Antonio,UnitedStates,2222515.743,6233,CO,1970,86087.14063
Denver,UnitedStates,2928613.322,6917,CO,1970,2999.037109
Austin,UnitedStates,1894805.92,6117,CO,1970,53.7290802
Houston,UnitedStates,6442256.184,15114,CO,1970,619.3665161
Dallas,UnitedStates,7077557.752,19826,CO,1970,842.7420654
Oklahoma City,UnitedStates,1177498.375,4831,CO,1970,8.676066399
Kansas City,UnitedStates,1966035.115,7540,CO,1970,0.245688796
Memphis,UnitedStates,1215391.277,4050,CO,1970,0.086148418
St. Louis,UnitedStates,2469859.58,6517,CO,1970,1264.338623
Tampa,UnitedStates,2678157.685,4168,CO,1970,377.3259888
Nashville,UnitedStates,1096307.269,3489,CO,1970,0.059639055
Minneapolis [Saint Paul],UnitedStates,3273026.746,9833,CO,1970,6050.94043
Miami,UnitedStates,5808585.481,6494,CO,1970,18062.70117
Atlanta,UnitedStates,5591339.318,12348,CO,1970,1580.139648
Orlando,UnitedStates,2399058.55,5531,CO,1970,852.315979
Jacksonville,UnitedStates,1136539.935,3558,CO,1970,990.175415
Louisville,UnitedStates,1304467.183,6849,CO,1970,1719.167603
Chicago,UnitedStates,8797568.994,13185,CO,1970,4117.908691
Indianapolis,UnitedStates,1897002.798,7597,CO,1970,376.5181885
Milwaukee,UnitedStates,1617648.12,4542,CO,1970,5945.825684
Cincinnati,UnitedStates,1927622.209,5802,CO,1970,21.51672363
Charlotte,UnitedStates,2020478.228,5134,CO,1970,338.3819885
Columbus,UnitedStates,1885222.159,8211,CO,1970,9551.972656
Raleigh,UnitedStates,1611391.053,3950,CO,1970,5529.504883
Detroit,UnitedStates,4065588.855,8184,CO,1970,2.921093941
Cleveland,UnitedStates,1880819.79,4770,CO,1970,18.7162571
Pittsburgh,UnitedStates,1980861.236,6150,CO,1970,833.4632568
Richmond,UnitedStates,1082917.909,2792,CO,1970,6190.091309
Virginia Beach,UnitedStates,1624468.98,3949,CO,1970,8510.116211
Washington D.C.,UnitedStates,5638693.815,7446,CO,1970,7583.944336
Baltimore,UnitedStates,2265090.935,4070,CO,1970,959.7866821
Buffalo,UnitedStates,1085097.218,3623,CO,1970,95.90422058
Philadelphia,UnitedStates,6113871.238,11525,CO,1970,571.4115601
Allentown,UnitedStates,1036069.826,4365,CO,1970,295.9954834
New York,UnitedStates,19523052.76,17489,CO,1970,13532.73047
Bridgeport,UnitedStates,1091714.907,2197,CO,1970,2024.678955
Hartford,UnitedStates,1050203.469,2440,CO,1970,83.81089783
Providence,UnitedStates,1448456.553,3751,CO,1970,3261.622559
Boston,UnitedStates,2703581.588,2800,CO,1970,41.83380508
Montevideo,Uruguay,1738937.877,802,CO,1970,0.479902357
Samarkand,Uzbekistan,1046699.666,634,CO,1970,3137.329346
Tashkent,Uzbekistan,3704738.508,1259,CO,1970,17726.88477
Maracaibo,Venezuela,2305881.758,851,CO,1970,0.73908335
Barquisimeto,Venezuela,1186176.241,492,CO,1970,17.95633698
Valencia,Venezuela,1968184.8,1177,CO,1970,5.07903862
Maracay,Venezuela,1482535.36,647,CO,1970,0.967185318
Caracas,Venezuela,3589208.183,890,CO,1970,0.075350471
Hanoi,Vietnam,8350600.197,3293,CO,1970,182.4975433
Nam Định,Vietnam,1198796.513,723,CO,1970,22.652668
Haiphong,Vietnam,1377016.699,632,CO,1970,8.532608986
Long Xuyen,Vietnam,1547431.501,995,CO,1970,8659.238281
Ho Chi Minh City,Vietnam,12831945.08,3036,CO,1970,824.7577515
Đà Nẵng,Vietnam,1138424.456,418,CO,1970,0.968774617
Sana'a,Yemen,2671299.114,500,CO,1970,0.798136771
Ta'izz,Yemen,1123215.906,199,CO,1970,0.141701803
Lusaka,Zambia,2620092.504,743,CO,1970,0
Harare,Zimbabwe,2906612.257,1521,CO,1970,58.27852631
Kabul,Afghanistan,4604344.157,707,CO,2015,1725.711304
Oran,Algeria,1332318.687,465,CO,2015,1.688184261
Algiers,Algeria,4921385.25,1802,CO,2015,9.009501457
Luanda,Angola,7308152.208,1941,CO,2015,0.001187321
Mendoza,Argentina,1139081.554,911,CO,2015,0
San Miguel de Tucumán,Argentina,1074939.051,1159,CO,2015,0.782660723
Cordoba,Argentina,1617671.656,1698,CO,2015,2283.454102
Rosario,Argentina,1336722.5,1444,CO,2015,2177.848633
Buenos Aires,Argentina,14984068.9,5376,CO,2015,2.918398619
Yerevan,Armenia,1356806.651,665,CO,2015,283.0188599
Perth,Australia,1676528.559,2972,CO,2015,59911.92969
Adelaide,Australia,1384068.224,4026,CO,2015,4.456441402
Melbourne,Australia,4474593.5,8348,CO,2015,1.28920126
Sydney,Australia,4404986.392,3881,CO,2015,0.297344148
Brisbane,Australia,2150602.637,3144,CO,2015,2.09562993
Vienna,Austria,2381082.929,3104,CO,2015,27.15096664
Baku,Azerbaijan,2741763.271,1210,CO,2015,8.385734558
Manama,Bahrain,1369162.169,670,CO,2015,0.585438013
Rajshahi,Bangladesh,1081657.576,448,CO,2015,152.4453583
Bogura,Bangladesh,1955452.196,1033,CO,2015,146.2378693
Sirajganj,Bangladesh,2631728.466,1310,CO,2015,27.94039536
Tangail,Bangladesh,1485869.019,785,CO,2015,0.320472866
Mymensingh,Bangladesh,1150722.514,484,CO,2015,3.828170061
Khulna,Bangladesh,1408217.825,371,CO,2015,1.998660445
Dhaka,Bangladesh,1721611.743,610,CO,2015,1.219472766
Dhaka,Bangladesh,3075402.547,1377,CO,2015,186.881073
Dhaka,Bangladesh,20392157.11,3268,CO,2015,925.3480835
Dhaka,Bangladesh,1548886.705,505,CO,2015,3.806324005
Kishoreganj,Bangladesh,1035698.081,550,CO,2015,56.29404449
Brahmanbaria,Bangladesh,2480649.068,1121,CO,2015,457.7698364
Comilla,Bangladesh,8812244.067,4493,CO,2015,1081.373047
Lakshmipur,Bangladesh,1291110.728,632,CO,2015,1.377490163
Sylhet,Bangladesh,1390248.898,503,CO,2015,1.768849254
Chattogram,Bangladesh,5964578.131,1591,CO,2015,5.993908405
Minsk,Belarus,2137264.685,1582,CO,2015,86.6833725
Antwerp,Belgium,1817176.415,2393,CO,2015,18.86911201
Brussels,Belgium,2269665.213,1851,CO,2015,13.74904919
Liège,Belgium,1129391.829,2710,CO,2015,8.969927788
Cotonou,Benin,1828526.291,521,CO,2015,0
El Alto [La Paz],Bolivia,1772263.303,745,CO,2015,0.056935988
Cochabamba,Bolivia,1227385.363,870,CO,2015,0.28576237
Santa Cruz de la Sierra,Bolivia,1762054.234,817,CO,2015,0.072753876
Manaus,Brazil,2080861.009,453,CO,2015,7946.884277
Belém,Brazil,2174968.088,587,CO,2015,31.64723587
Goiânia,Brazil,2248199.073,1842,CO,2015,1.065204501
Ceilândia,Brazil,1973463.719,867,CO,2015,48.22066498
Porto Alegre,Brazil,2907003.908,1373,CO,2015,0
Curitiba,Brazil,3033042.205,1593,CO,2015,232.6253204
Campinas,Brazil,2509882.224,1571,CO,2015,51.24297333
São Paulo,Brazil,21684522.82,6077,CO,2015,995.9762573
São Luís,Brazil,1455771.21,555,CO,2015,0
Santos,Brazil,1712548.224,722,CO,2015,7.737606525
Teresina,Brazil,1036955.52,1028,CO,2015,14.98132515
Belo Horizonte,Brazil,4966926.832,3099,CO,2015,11.419837
Rio de Janeiro,Brazil,10814391.23,3598,CO,2015,393.4957886
Sao Goncalo,Brazil,1998757.606,1215,CO,2015,0.985035837
Vila Velha,Brazil,1710333.441,911,CO,2015,16.39310646
Fortaleza,Brazil,3611864.227,1557,CO,2015,76.78730011
Salvador,Brazil,3252523.078,623,CO,2015,2.501506567
Maceió,Brazil,1184064.69,682,CO,2015,0.034953669
Natal,Brazil,1321459.966,694,CO,2015,1536.970459
Recife,Brazil,3679510.146,1262,CO,2015,4.699632168
João Pessoa,Brazil,1124050.371,446,CO,2015,8.246923447
Sofia,Bulgaria,1423934.914,1352,CO,2015,7.040230751
Ouagadougou,BurkinaFaso,2813684.249,908,CO,2015,0
Phnom Penh,Cambodia,2140599.395,720,CO,2015,4.614218712
Douala,Cameroon,3002078.173,360,CO,2015,0
Yaounde,Cameroon,3547917.376,572,CO,2015,0
Garoua,Cameroon,1100720.356,91,CO,2015,0.151401833
Vancouver,Canada,2407755.768,1601,CO,2015,1044.280396
Calgary,Canada,1382751.206,2051,CO,2015,1387.919556
Edmonton,Canada,1232005.127,2816,CO,2015,2545.803955
Toronto,Canada,7278248.435,8223,CO,2015,33.5852356
Ottawa,Canada,1277528.023,2325,CO,2015,789.4763184
Montreal,Canada,4089586.487,5027,CO,2015,7623.687012
Bangui,CentralAfricanRepublic,1048483.327,155,CO,2015,0
N'Djamena,Chad,1370021.331,258,CO,2015,0
Viña del Mar [Valparaíso],Chile,1008041.394,788,CO,2015,0.255309224
Santiago,Chile,7087659.555,2923,CO,2015,2.063008308
Ürümqi,China,3279549.977,1047,CO,2015,9664.671875
Xining,China,1414920.697,569,CO,2015,3626.591553
Lanzhou,China,2585524.218,871,CO,2015,3484.353516
Yinchuan,China,1704007.098,1012,CO,2015,16.63117599
Baotou,China,2206063.069,638,CO,2015,235.153656
Hohhot,China,2130821.856,856,CO,2015,721.6762085
Chengdu,China,11749963.15,4034,CO,2015,887.824585
Mianyang,China,1129793.163,649,CO,2015,1.803180337
Baoji,China,1182083.704,693,CO,2015,301.5913391
Datong,China,1733548.666,827,CO,2015,8.891085625
Kunming,China,3554514.061,1384,CO,2015,22311.41602
Xi'an,China,6576880.035,2083,CO,2015,549.9036255
Taiyuan,China,3818782.528,1065,CO,2015,17.48849678
Chongqing,China,6036834.034,2267,CO,2015,581.427002
Beijing,China,21279474.48,5536,CO,2015,33.93865585
Shijiazhuang,China,4232106.67,1780,CO,2015,21.42490005
Baoding,China,1697773.419,905,CO,2015,14.48980808
Zunyi,China,1079361.073,511,CO,2015,63.03777313
Guiyang,China,3244349.999,1223,CO,2015,253.6380768
Xingtai,China,1111698.43,674,CO,2015,11.56978989
Luoyang,China,2359897.526,1115,CO,2015,7.302677631
Jiaozuo,China,1414484.642,843,CO,2015,9.466282845
Handan,China,1698252.072,856,CO,2015,6.157919884
Tianjin,China,8317096.114,2413,CO,2015,24.20160866
Anyang,China,1562152.211,951,CO,2015,5.847839832
Xinxiang,China,2044707.246,1214,CO,2015,7.712692261
Tangshan,China,2358087.33,1676,CO,2015,26.46097565
Zhengzhou,China,5884051.262,2310,CO,2015,20.99909019
Binhai,China,2004427.099,993,CO,2015,11.82608414
Nanyang,China,1261384.991,878,CO,2015,6.166915894
Pingdingshan,China,1018607.284,435,CO,2015,1.275348663
Harbin,China,4590552.644,1548,CO,2015,23.34327698
Fancheng,China,1401398.912,930,CO,2015,335.4289246
Xuchang,China,1021674.003,657,CO,2015,3.956466913
Yichang,China,1019239.068,639,CO,2015,0.656417489
Qinhuangdao,China,1044685.585,443,CO,2015,10.15699196
Jinzhou,China,1171199.295,575,CO,2015,7.749587059
Luohe,China,1188290.358,852,CO,2015,5.79668951
Jinan,China,4264024.412,1923,CO,2015,12.54387283
Changchun,China,3868822.154,1847,CO,2015,23.14735031
Tai'an,China,1006438.023,562,CO,2015,2.280151844
Shangqiu,China,1136814.744,1005,CO,2015,4.785271168
Shenyang,China,6219708.348,2024,CO,2015,33.68441772
Jining,China,1023093.189,525,CO,2015,2.494025469
Zibo,China,3699954.753,2900,CO,2015,13.24327755
Nanning,China,2818094.814,927,CO,2015,15.95282555
Fushun,China,1470959.826,837,CO,2015,12.17547131
Anshan,China,1846134.212,759,CO,2015,6.676633358
Jilin,China,1690756.194,659,CO,2015,4.494541168
Liuzhou,China,1737108.201,773,CO,2015,268.6725769
Guilin,China,1311446.362,947,CO,2015,110.2938538
Shaoyang,China,1000825.594,567,CO,2015,2.780663252
Weifang,China,1768060.188,1230,CO,2015,10.34735489
Fuyang,China,1100943.668,783,CO,2015,3.026367188
Dalian,China,3668893.679,1290,CO,2015,16.03165627
市中区,China,1670203.656,1572,CO,2015,6.995434761
Wuhan,China,8534060.737,2682,CO,2015,8.466342926
Huaibei,China,1220714.564,607,CO,2015,1.279956818
Xuzhou,China,2483179.901,1607,CO,2015,5.09158802
Linyi,China,2405441.976,1815,CO,2015,17.50681877
Changsha,China,3904010.583,1496,CO,2015,38.71966171
Xiangtan,China,1228014.291,823,CO,2015,116.2027435
Yulin,China,1285290.544,814,CO,2015,235.6441956
Zhuzhou,China,1182940.347,521,CO,2015,1.005909204
Hengyang,China,1340729.874,968,CO,2015,2.675796747
Yantai,China,2046203.979,1522,CO,2015,14.30150223
Tianjia‘an,China,1591003.12,895,CO,2015,1.691243649
Huangshi,China,1403773.443,1089,CO,2015,2.15707612
Bengbu,China,1195820.092,795,CO,2015,4.195155621
Qingdao,China,4856058.042,2542,CO,2015,20.51963234
Huangdao,China,1072374.952,753,CO,2015,3.033565998
Zhanjiang,China,1204127.266,612,CO,2015,12.62890053
Hefei,China,4730879.858,2608,CO,2015,7.942612171
Maoming,China,1031334.507,545,CO,2015,285.5560913
Haikou,China,1920718.475,701,CO,2015,307.4378357
Huai'an,China,1577760.994,868,CO,2015,8.569879532
Nanchang,China,3904839.528,1916,CO,2015,3.544654608
Nanjing,China,6914261.048,2419,CO,2015,8.032808304
Guangzhou,China,16746844.15,4413,CO,2015,1079.076904
Guangzhou,China,4521577.553,2151,CO,2015,589.6536255
Guangzhou,China,1899221.601,681,CO,2015,181.1687469
Guangzhou,China,6730966.448,2458,CO,2015,7.050446987
Guangzhou,China,1393718.24,461,CO,2015,0.887279749
Guangzhou,China,3492565.579,583,CO,2015,1.050557494
Guangzhou,China,2113159.851,247,CO,2015,0.509310424
Guangzhou,China,8742535.916,1573,CO,2015,3.268805742
Wuhu,China,1311748.67,710,CO,2015,2.692574978
花都区,China,1053269.073,542,CO,2015,219.7597046
Yancheng,China,1176341.888,917,CO,2015,2.880821943
Yangzhou,China,1638366.161,958,CO,2015,3.626963139
Ganzhou,China,1008165.431,608,CO,2015,1.245397687
